question;answer;text
Who is the manager of SC Paderborn 07 in the Bundesliga 19/20?;The manager of SC Paderborn 07 in the Bundesliga 19/20 is Lukas Kwasniok.;<s>[INST] Who is the manager of SC Paderborn 07 in the Bundesliga 19/20? [/INST] The manager of SC Paderborn 07 in the Bundesliga 19/20 is Lukas Kwasniok. </s>
Where does SC Paderborn 07 play their home games in the Bundesliga 19/20?;SC Paderborn 07 plays their home games at Home Deluxe Arena in the Bundesliga 19/20.;<s>[INST] Where does SC Paderborn 07 play their home games in the Bundesliga 19/20? [/INST] SC Paderborn 07 plays their home games at Home Deluxe Arena in the Bundesliga 19/20. </s>
When was SC Paderborn 07 founded?;SC Paderborn 07 was founded on 06/01/1985.;<s>[INST] When was SC Paderborn 07 founded? [/INST] SC Paderborn 07 was founded on 06/01/1985. </s>
In which country is SC Paderborn 07 based?;SC Paderborn 07 is based in Germany.;<s>[INST] In which country is SC Paderborn 07 based? [/INST] SC Paderborn 07 is based in Germany. </s>
What is the full name of SC Paderborn 07?;The full name of SC Paderborn 07 is SC Paderborn 07.;<s>[INST] What is the full name of SC Paderborn 07? [/INST] The full name of SC Paderborn 07 is SC Paderborn 07. </s>
Who is the manager of Hannover 96 in the Bundesliga 18/19?;The manager of Hannover 96 in the Bundesliga 18/19 is Stefan Leitl.;<s>[INST] Who is the manager of Hannover 96 in the Bundesliga 18/19? [/INST] The manager of Hannover 96 in the Bundesliga 18/19 is Stefan Leitl. </s>
Where does Hannover 96 play their home games in the Bundesliga 18/19?;Hannover 96 plays their home games at Heinz-von-Heiden-Arena in the Bundesliga 18/19.;<s>[INST] Where does Hannover 96 play their home games in the Bundesliga 18/19? [/INST] Hannover 96 plays their home games at Heinz-von-Heiden-Arena in the Bundesliga 18/19. </s>
When was Hannover 96 founded?;Hannover 96 was founded on 04/12/1896.;<s>[INST] When was Hannover 96 founded? [/INST] Hannover 96 was founded on 04/12/1896. </s>
In which country is Hannover 96 based?;Hannover 96 is based in Germany.;<s>[INST] In which country is Hannover 96 based? [/INST] Hannover 96 is based in Germany. </s>
What is the full name of Hannover 96?;The full name of Hannover 96 is Hannover 96.;<s>[INST] What is the full name of Hannover 96? [/INST] The full name of Hannover 96 is Hannover 96. </s>
Who is the manager of 1. FC Nürnberg in the Bundesliga 18/19?;The manager of 1. FC Nürnberg in the Bundesliga 18/19 is Cristian Fiél.;<s>[INST] Who is the manager of 1. FC Nürnberg in the Bundesliga 18/19? [/INST] The manager of 1. FC Nürnberg in the Bundesliga 18/19 is Cristian Fiél. </s>
Where does 1. FC Nürnberg play their home games in the Bundesliga 18/19?;1. FC Nürnberg plays their home games at Max-Morlock-Stadion in the Bundesliga 18/19.;<s>[INST] Where does 1. FC Nürnberg play their home games in the Bundesliga 18/19? [/INST] 1. FC Nürnberg plays their home games at Max-Morlock-Stadion in the Bundesliga 18/19. </s>
When was 1. FC Nürnberg founded?;1. FC Nürnberg was founded on 05/04/1900.;<s>[INST] When was 1. FC Nürnberg founded? [/INST] 1. FC Nürnberg was founded on 05/04/1900. </s>
In which country is 1. FC Nürnberg based?;1. FC Nürnberg is based in Germany.;<s>[INST] In which country is 1. FC Nürnberg based? [/INST] 1. FC Nürnberg is based in Germany. </s>
What is the full name of 1. FC Nürnberg?;The full name of 1. FC Nürnberg is 1. FC Nürnberg.;<s>[INST] What is the full name of 1. FC Nürnberg? [/INST] The full name of 1. FC Nürnberg is 1. FC Nürnberg. </s>
Who is the manager of Hamburger SV in the Bundesliga 17/18?;The manager of Hamburger SV in the Bundesliga 17/18 is Tim Walter.;<s>[INST] Who is the manager of Hamburger SV in the Bundesliga 17/18? [/INST] The manager of Hamburger SV in the Bundesliga 17/18 is Tim Walter. </s>
Where does Hamburger SV play their home games in the Bundesliga 17/18?;Hamburger SV plays their home games at Volksparkstadion in the Bundesliga 17/18.;<s>[INST] Where does Hamburger SV play their home games in the Bundesliga 17/18? [/INST] Hamburger SV plays their home games at Volksparkstadion in the Bundesliga 17/18. </s>
When was Hamburger SV founded?;Hamburger SV was founded on 09/29/1887.;<s>[INST] When was Hamburger SV founded? [/INST] Hamburger SV was founded on 09/29/1887. </s>
In which country is Hamburger SV based?;Hamburger SV is based in Germany.;<s>[INST] In which country is Hamburger SV based? [/INST] Hamburger SV is based in Germany. </s>
What is the full name of Hamburger SV?;The full name of Hamburger SV is Hamburger SV.;<s>[INST] What is the full name of Hamburger SV? [/INST] The full name of Hamburger SV is Hamburger SV. </s>
Who is the manager of FC Ingolstadt 04 in the Bundesliga 16/17?;The manager of FC Ingolstadt 04 in the Bundesliga 16/17 is Michael Köllner.;<s>[INST] Who is the manager of FC Ingolstadt 04 in the Bundesliga 16/17? [/INST] The manager of FC Ingolstadt 04 in the Bundesliga 16/17 is Michael Köllner. </s>
Where does FC Ingolstadt 04 play their home games in the Bundesliga 16/17?;FC Ingolstadt 04 plays their home games at Audi Sportpark in the Bundesliga 16/17.;<s>[INST] Where does FC Ingolstadt 04 play their home games in the Bundesliga 16/17? [/INST] FC Ingolstadt 04 plays their home games at Audi Sportpark in the Bundesliga 16/17. </s>
When was FC Ingolstadt 04 founded?;FC Ingolstadt 04 was founded on 02/05/2004.;<s>[INST] When was FC Ingolstadt 04 founded? [/INST] FC Ingolstadt 04 was founded on 02/05/2004. </s>
In which country is FC Ingolstadt 04 based?;FC Ingolstadt 04 is based in Germany.;<s>[INST] In which country is FC Ingolstadt 04 based? [/INST] FC Ingolstadt 04 is based in Germany. </s>
What is the full name of FC Ingolstadt 04?;The full name of FC Ingolstadt 04 is FC Ingolstadt 04.;<s>[INST] What is the full name of FC Ingolstadt 04? [/INST] The full name of FC Ingolstadt 04 is FC Ingolstadt 04. </s>
Who is the manager of Eintracht Braunschweig in the Bundesliga 13/14?;The manager of Eintracht Braunschweig in the Bundesliga 13/14 is Daniel Scherning.;<s>[INST] Who is the manager of Eintracht Braunschweig in the Bundesliga 13/14? [/INST] The manager of Eintracht Braunschweig in the Bundesliga 13/14 is Daniel Scherning. </s>
Where does Eintracht Braunschweig play their home games in the Bundesliga 13/14?;Eintracht Braunschweig plays their home games at Eintracht-Stadion in the Bundesliga 13/14.;<s>[INST] Where does Eintracht Braunschweig play their home games in the Bundesliga 13/14? [/INST] Eintracht Braunschweig plays their home games at Eintracht-Stadion in the Bundesliga 13/14. </s>
When was Eintracht Braunschweig founded?;Eintracht Braunschweig was founded on 12/15/1895.;<s>[INST] When was Eintracht Braunschweig founded? [/INST] Eintracht Braunschweig was founded on 12/15/1895. </s>
In which country is Eintracht Braunschweig based?;Eintracht Braunschweig is based in Germany.;<s>[INST] In which country is Eintracht Braunschweig based? [/INST] Eintracht Braunschweig is based in Germany. </s>
What is the full name of Eintracht Braunschweig?;The full name of Eintracht Braunschweig is Eintracht Braunschweig.;<s>[INST] What is the full name of Eintracht Braunschweig? [/INST] The full name of Eintracht Braunschweig is Eintracht Braunschweig. </s>
Who is the manager of 1. FC Kaiserslautern in the Bundesliga 11/12?;The manager of 1. FC Kaiserslautern in the Bundesliga 11/12 is Dirk Schuster.;<s>[INST] Who is the manager of 1. FC Kaiserslautern in the Bundesliga 11/12? [/INST] The manager of 1. FC Kaiserslautern in the Bundesliga 11/12 is Dirk Schuster. </s>
Where does 1. FC Kaiserslautern play their home games in the Bundesliga 11/12?;1. FC Kaiserslautern plays their home games at Fritz-Walter-Stadion in the Bundesliga 11/12.;<s>[INST] Where does 1. FC Kaiserslautern play their home games in the Bundesliga 11/12? [/INST] 1. FC Kaiserslautern plays their home games at Fritz-Walter-Stadion in the Bundesliga 11/12. </s>
When was 1. FC Kaiserslautern founded?;1. FC Kaiserslautern was founded on 06/02/1900.;<s>[INST] When was 1. FC Kaiserslautern founded? [/INST] 1. FC Kaiserslautern was founded on 06/02/1900. </s>
In which country is 1. FC Kaiserslautern based?;1. FC Kaiserslautern is based in Germany.;<s>[INST] In which country is 1. FC Kaiserslautern based? [/INST] 1. FC Kaiserslautern is based in Germany. </s>
What is the full name of 1. FC Kaiserslautern?;The full name of 1. FC Kaiserslautern is 1. FC Kaiserslautern.;<s>[INST] What is the full name of 1. FC Kaiserslautern? [/INST] The full name of 1. FC Kaiserslautern is 1. FC Kaiserslautern. </s>
Who is the manager of FC St. Pauli in the Bundesliga 10/11?;The manager of FC St. Pauli in the Bundesliga 10/11 is Fabian Hurzeler.;<s>[INST] Who is the manager of FC St. Pauli in the Bundesliga 10/11? [/INST] The manager of FC St. Pauli in the Bundesliga 10/11 is Fabian Hurzeler. </s>
Where does FC St. Pauli play their home games in the Bundesliga 10/11?;FC St. Pauli plays their home games at Millerntor-Stadion in the Bundesliga 10/11.;<s>[INST] Where does FC St. Pauli play their home games in the Bundesliga 10/11? [/INST] FC St. Pauli plays their home games at Millerntor-Stadion in the Bundesliga 10/11. </s>
When was FC St. Pauli founded?;FC St. Pauli was founded on 05/15/1910.;<s>[INST] When was FC St. Pauli founded? [/INST] FC St. Pauli was founded on 05/15/1910. </s>
In which country is FC St. Pauli based?;FC St. Pauli is based in Germany.;<s>[INST] In which country is FC St. Pauli based? [/INST] FC St. Pauli is based in Germany. </s>
What is the full name of FC St. Pauli?;The full name of FC St. Pauli is FC St. Pauli.;<s>[INST] What is the full name of FC St. Pauli? [/INST] The full name of FC St. Pauli is FC St. Pauli. </s>
Who is the manager of Energie Cottbus in the Bundesliga 08/09?;The manager of Energie Cottbus in the Bundesliga 08/09 is Claus-Dieter Wollitz.;<s>[INST] Who is the manager of Energie Cottbus in the Bundesliga 08/09? [/INST] The manager of Energie Cottbus in the Bundesliga 08/09 is Claus-Dieter Wollitz. </s>
Where does Energie Cottbus play their home games in the Bundesliga 08/09?;Energie Cottbus plays their home games at Stadion der Freundschaft in the Bundesliga 08/09.;<s>[INST] Where does Energie Cottbus play their home games in the Bundesliga 08/09? [/INST] Energie Cottbus plays their home games at Stadion der Freundschaft in the Bundesliga 08/09. </s>
When was Energie Cottbus founded?;Energie Cottbus was founded on 01/31/1966.;<s>[INST] When was Energie Cottbus founded? [/INST] Energie Cottbus was founded on 01/31/1966. </s>
In which country is Energie Cottbus based?;Energie Cottbus is based in Germany.;<s>[INST] In which country is Energie Cottbus based? [/INST] Energie Cottbus is based in Germany. </s>
What is the full name of Energie Cottbus?;The full name of Energie Cottbus is Energie Cottbus.;<s>[INST] What is the full name of Energie Cottbus? [/INST] The full name of Energie Cottbus is Energie Cottbus. </s>
Who is the manager of Karlsruher SC in the Bundesliga 08/09?;The manager of Karlsruher SC in the Bundesliga 08/09 is Christian Eichner.;<s>[INST] Who is the manager of Karlsruher SC in the Bundesliga 08/09? [/INST] The manager of Karlsruher SC in the Bundesliga 08/09 is Christian Eichner. </s>
Where does Karlsruher SC play their home games in the Bundesliga 08/09?;Karlsruher SC plays their home games at Wildparkstadion in the Bundesliga 08/09.;<s>[INST] Where does Karlsruher SC play their home games in the Bundesliga 08/09? [/INST] Karlsruher SC plays their home games at Wildparkstadion in the Bundesliga 08/09. </s>
When was Karlsruher SC founded?;Karlsruher SC was founded on 10/16/1952.;<s>[INST] When was Karlsruher SC founded? [/INST] Karlsruher SC was founded on 10/16/1952. </s>
In which country is Karlsruher SC based?;Karlsruher SC is based in Germany.;<s>[INST] In which country is Karlsruher SC based? [/INST] Karlsruher SC is based in Germany. </s>
What is the full name of Karlsruher SC?;The full name of Karlsruher SC is Karlsruher SC.;<s>[INST] What is the full name of Karlsruher SC? [/INST] The full name of Karlsruher SC is Karlsruher SC. </s>
Who is the manager of F.C. Hansa Rostock in the Bundesliga 07/08?;The manager of F.C. Hansa Rostock in the Bundesliga 07/08 is Alois Schwartz.;<s>[INST] Who is the manager of F.C. Hansa Rostock in the Bundesliga 07/08? [/INST] The manager of F.C. Hansa Rostock in the Bundesliga 07/08 is Alois Schwartz. </s>
Where does F.C. Hansa Rostock play their home games in the Bundesliga 07/08?;F.C. Hansa Rostock plays their home games at Ostseestadion in the Bundesliga 07/08.;<s>[INST] Where does F.C. Hansa Rostock play their home games in the Bundesliga 07/08? [/INST] F.C. Hansa Rostock plays their home games at Ostseestadion in the Bundesliga 07/08. </s>
When was F.C. Hansa Rostock founded?;F.C. Hansa Rostock was founded on 12/28/1965.;<s>[INST] When was F.C. Hansa Rostock founded? [/INST] F.C. Hansa Rostock was founded on 12/28/1965. </s>
In which country is F.C. Hansa Rostock based?;F.C. Hansa Rostock is based in Germany.;<s>[INST] In which country is F.C. Hansa Rostock based? [/INST] F.C. Hansa Rostock is based in Germany. </s>
What is the full name of F.C. Hansa Rostock?;The full name of F.C. Hansa Rostock is F.C. Hansa Rostock.;<s>[INST] What is the full name of F.C. Hansa Rostock? [/INST] The full name of F.C. Hansa Rostock is F.C. Hansa Rostock. </s>
Who is the manager of MSV Duisburg in the Bundesliga 07/08?;The manager of MSV Duisburg in the Bundesliga 07/08 is Boris Schommers.;<s>[INST] Who is the manager of MSV Duisburg in the Bundesliga 07/08? [/INST] The manager of MSV Duisburg in the Bundesliga 07/08 is Boris Schommers. </s>
Where does MSV Duisburg play their home games in the Bundesliga 07/08?;MSV Duisburg plays their home games at Schauinsland-Reisen-Arena in the Bundesliga 07/08.;<s>[INST] Where does MSV Duisburg play their home games in the Bundesliga 07/08? [/INST] MSV Duisburg plays their home games at Schauinsland-Reisen-Arena in the Bundesliga 07/08. </s>
When was MSV Duisburg founded?;MSV Duisburg was founded on 09/17/1902.;<s>[INST] When was MSV Duisburg founded? [/INST] MSV Duisburg was founded on 09/17/1902. </s>
In which country is MSV Duisburg based?;MSV Duisburg is based in Germany.;<s>[INST] In which country is MSV Duisburg based? [/INST] MSV Duisburg is based in Germany. </s>
What is the full name of MSV Duisburg?;The full name of MSV Duisburg is MSV Duisburg.;<s>[INST] What is the full name of MSV Duisburg? [/INST] The full name of MSV Duisburg is MSV Duisburg. </s>
Where does Alemannia Aachen play their home games in the Bundesliga 06/07?;Alemannia Aachen plays their home games at Tivoli in the Bundesliga 06/07.;<s>[INST] Where does Alemannia Aachen play their home games in the Bundesliga 06/07? [/INST] Alemannia Aachen plays their home games at Tivoli in the Bundesliga 06/07. </s>
When was Alemannia Aachen founded?;Alemannia Aachen was founded on 12/16/1900.;<s>[INST] When was Alemannia Aachen founded? [/INST] Alemannia Aachen was founded on 12/16/1900. </s>
